POPULASI AWAL 
POWER OUTPUT 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 17	|0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	0	
Jam 18	|0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	
Jam 19	|0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	
Jam 20	|1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	1	
Jam 21	|1	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	
Jam 22	|0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	
Jam 23	|1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	
Jam 24	|0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	
Kromosom 9:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	
Jam 2	|0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	
Jam 3	|0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	
Jam 4	|1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	
Jam 5	|0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	
Jam 6	|1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0	
Jam 7	|0	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	1	
Jam 8	|1	0	0	0	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	1	
Jam 9	|1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	
Jam 10	|1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	1	
Jam 11	|1	1	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	
Jam 12	|1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	
Jam 13	|1	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	
Jam 14	|1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	
Jam 15	|1	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	
Jam 16	|1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	
Jam 17	|0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	0	
Jam 18	|1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	
Jam 19	|1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	
Jam 20	|1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	
Jam 21	|1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	
Jam 22	|0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	
Jam 23	|0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	0	0	
Jam 24	|1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	
Kromosom 10:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	
Jam 2	|1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	
Jam 3	|1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	
Jam 4	|0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	
Jam 5	|0	1	1	1	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	
Jam 6	|1	0	1	1	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	
Jam 7	|1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	
Jam 8	|1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	
Jam 9	|0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	
Jam 10	|1	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	
Jam 11	|0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	
Jam 12	|1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	
Jam 13	|0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	
Jam 14	|1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	
Jam 15	|1	1	1	0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	
Jam 16	|1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	
Jam 17	|1	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	
Jam 18	|1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	
Jam 19	|1	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	
Jam 20	|1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	0	0	
Jam 21	|1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	
Jam 22	|1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	
Jam 23	|1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	
Jam 24	|1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	
ITERASI 1:
=======================================
POWER OUTPUT SETELAH MODIFIKASI 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|12	9.1692	10.518	8.1537	12	18.777	17.598	18.534	20	66.232	72.849	76	76	94.926	100	100	153.53	153.81	152.58	149.24	194.35	197	194.38	350	397.37	394.02	
Jam 2	|9.3845	12	8.1969	7.9359	12	16.112	20	20	14.702	72.154	76	72.591	72.183	100	100	100	155	149.93	148.55	150.9	195.79	197	193.4	350	395.21	400	
Jam 3	|9.2995	7.399	8.7087	10.787	11.094	17.588	15.165	13.781	17.384	74.518	75.096	76	76	94.699	95.426	100	153.78	155	153.07	155	193.2	192.9	197	346.15	400	400	
Jam 4	|12	9.5764	12	12	12	20	17.352	18.518	20	74.074	75.096	71.655	73.598	98.531	92.116	98.777	149.94	153.53	149.08	152.34	197	197	191.24	348.77	397.9	394.96	
Jam 5	|7.65	9.3689	12	5.4619	12	17.339	20	17.305	16.197	76	74.807	72.602	76	99.096	96.183	93.546	148.55	153.53	155	155	195.77	196.09	192.19	347.35	400	400	
Jam 6	|6.7691	10.189	5.4462	8.1716	12	16.154	16.183	18.518	15.895	72.197	74.068	76	76	98.534	96.371	100	151.17	153.78	153.81	150.43	197	197	194.59	350	398.78	400	
Jam 7	|10.807	4.9938	10.787	10.782	12	20	20	18.773	17.352	76	70.728	76	76	100	97.576	100	150.49	150	150.44	155	196.09	191.68	193.17	350	397.6	392.77	
Jam 8	|8.1832	12	8.1537	12	10.06	20	14.694	16.159	20	76	73.588	70.949	76	97.369	97.598	100	148.04	155	151.6	151.97	194.58	195.52	192.24	350	397.34	400	
Jam 9	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 10	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 11	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 12	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 13	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 14	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 15	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 16	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 17	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 18	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 19	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 20	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 21	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 22	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 23	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	
Jam 24	|12	12	12	12	12	20	20	20	20	76	76	76	76	100	100	100	155	155	155	155	197	197	197	350	400	400	


STATUS UNIT SETELAH MODIFIKASI
Kromosom 1:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	
Jam 2	|0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	0	1	
Jam 3	|0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	
Jam 4	|1	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	
Jam 5	|1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	
Jam 6	|1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	
Jam 7	|0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	
Jam 8	|1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	
Jam 9	|0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
Jam 10	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 14	|0	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 15	|1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 17	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	0	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|1	0	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 2:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	
Jam 2	|1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	
Jam 3	|1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	
Jam 4	|1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	
Jam 5	|0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	1	
Jam 6	|0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	
Jam 7	|0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 8	|0	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	
Jam 9	|1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 15	|0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 17	|1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 3:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 2	|1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 3	|1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 4	|1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	
Jam 5	|1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 6	|1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 7	|1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 8	|1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 15	|1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 17	|0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 4:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 2	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 3	|1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
Jam 4	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
Jam 5	|1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
Jam 6	|1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
Jam 7	|1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	
Jam 8	|1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 15	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 16	|1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 17	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 18	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 5:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 2	|0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 3	|1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
Jam 4	|1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
Jam 5	|0	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	
Jam 6	|0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 7	|0	0	1	0	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 8	|1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 9	|1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	
Jam 10	|1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 11	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 12	|1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 13	|1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 14	|1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	
Jam 15	|1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	
Jam 16	|1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	
Jam 17	|1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	
Jam 18	|1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 19	|1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	
Jam 20	|1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 21	|1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 22	|1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 23	|0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	
Jam 24	|0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	
Kromosom 6:
Status Unit 
	|Unit1	Unit2	Unit3	Unit4	Unit5	Unit6	Unit7	Unit8	Unit9	Unit10	Unit11	Unit12	Unit13	Unit14	Unit15	Unit16	Unit17	Unit18	Unit19	Unit20	Unit21	Unit22	Unit23	Unit24	Unit25	Unit26	
Jam 1	|0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	
Jam 2	|1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	
